"oktmo";"year";"reg_num";"mo_name";"reg";"reg_name";"fd";"fd_desc";"mun_type";"mun_desc";"broken_roads";"people_without_transport_share";"land_taxed_share";"apartments_kadastr_share";"kids_kindergarden_share";"workers_share";"electricity_consumption";"heating_consumption";"hot_water_consumption";"water_cold_consumption";"gas_consumption";"electricity_consumption_mun";"heating_consumption_mun";"water_hot_consumption_mun";"water_cold_consumption_mun";"gas_consumption_mun";"apartments_square_share";"business";"mun_wages_share_1";"wages_debt_share_mun";"mun_profit_share_1";"failed_wages_debt_share_mun_1";"failed_wages_debt_share_mun_all_1";"kids_leisure_share";"kindergardens_repair";"libraries_alone";"libraries";"parks";"investments_per_capita";"population_average";"requests_all";"requests_winners";"land_for_construction_all";"land_for_preparation";"additional_education_kids_share";"bankruptcy_share";"uncomlited_construction_share";"land_for_construction_share_10000";"people_housing_improved_share";"general_plan";"profit_agro_organization_share";"profit_agro_organization_number";"mun_wages_share_2";"failed_wages_debt_share_mun_2";"failed_wages_debt_share_mun_all_2";"mun_investments";"budget_executed";"budget_deficit";"mun_profit_share_2";"Status";"GRP";"Distance";"all";"ind";"grat";"pop";"bud_ratio";"grat_ratio";"bud_pc_ratio";"dot";"subv";"subs";"communal_index";"weber_index";"reg_eng";"communal_index_1";"communal_index_2";"size";"communal_index_n";"TIK";"contstituencies";"turnout2016";"mean_trn16";"sd_trn16";"sd_trn16_100";"median_trn16";"trn_deviation_median";"trn_dev_median_scale";"DV_turn1";"DV_turn2";"var_trn16";"turn_average_reg16";"turn_mun_reg16";"turn_country16";"turn_mun_con16";"turn_average_reg11";"UR_count16";"UR_share";"mean_ur_share16";"sd_ur_share16";"sd_ur_share16_100";"median_ur_share16";"ur_deviation_median";"ur_dev_median_scale";"DV_ur1";"DV_ur2";"var_ur_share16";"UR_average_reg16";"UR_mun_reg16";"UR_country";"UR_mun_con";"UR_average_reg11";"head_id";"position_title";"name_last";"name_first";"name_patr";"rulestart";"ruleend";"termyears";"returner";"educ_lvl";"edu_sphere";"owner_before";"director_ever";"elected_ever";"job_before";"adm_exp";"varangian";"model";"Petrov_Titkov_2003_2007";"Petrov_Titkov_2006_2010";"ENP_LT";"ENP_Golosov";"all_factories";"state_factories";"statefact_share";"municipal_factories";"munfact_share";"water_repair";"waste_repair";"waste_length";"gas_length";"model_d";"logsubs";"loggrat";"logpop";"logincome"
32627000;2017;32;"Таштагольский муниципальный район";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Municipal districts";"муниципальный район";18,2;0,370000000000005;92,8;100;0;;1195,6;0,28;26,44;43,7;0;62,8;0,18;1,74;1,73;0;24,78;;612,2;;9,9;;;67,2;0;25;1;1;22712;52848;;;;;;0;0;16,5;12,09;1;;;612,2;;;53728;2543570;;9,9;0;"391 624.10";3482;2543570;1595939,8;2271912,1;53041;0,627;0,107;48,1299197699061;714525,8;947630,2;215515,6;0,467970153715494;1,20318980397435;"Kemerovskaya";0,115242120266813;0,532757327105782;1;0,739432590751045;"Таштагольский";38259;0,97;0,9;0,035;3,473;0,91;0,06;0,60931423;2;1;0,00120615;0,87;1,11;0,48;2,03;0,7;35781;0,96;0,801764706;0,055019037;5,501903738;0,81;0,15;1,853667281;2;2;0,003027094;0,77;1,24;0,54;1,77;0,65;"42112000";"глава Таштагольского муниципального района";"Макута";"Владимир";"Николаевич";2000;;16;1;2;"Agriculture";0;1;1;"Local administration (the same area)";1;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,050657;;0;;0;12,2807885756971;14,6361323696945;10,8751751476306;14,7490791639986
32628000;2017;32;"Тисульский муниципальный район";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Municipal districts";"муниципальный район";23,49;;97;96,5;;;580,9;0,2;17,9;45,3;;132,7;0,2;0,3;2;;29,79;;1062;;24,5;;;58,8;14,3;22;1;;59520;21147;;;;;;1,6;;0,66;3,1;1;;;1062;;;18992;846397,6;;24,5;0;"391 624.10";3482;846397,6;449694,9;725353,9;21383;0,531;0,143;40,0244762850523;294804,2;396702,7;13844,8;0,138890478140625;1,33693580886411;"Kemerovskaya";-0,604362535329771;0,105220796466353;1;0,687859881074083;"Тисульский";17060;0,93;0,9;0,035;3,473;0,91;0,02;0,197652708;2;1;0,00120615;0,87;1,07;0,48;1,94;0,7;12602;0,8;0,801764706;0,055019037;5,501903738;0,81;-0,01;-0,106934447;1;1;0,003027094;0,77;1,03;0,54;1,48;0,65;"42122013";"глава Тисульского муниципального района";"Хисамова";"Вера";"Геннадьевна";2013;2018;3;0;2;;;;;"Local administration (the same area)";1;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,01236;;0;;0;9,53566498985247;13,4944149526673;9,95925333044199;13,6487445045434
32631000;2017;32;"Топкинский муниципальный район";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Municipal districts";"муниципальный район";8,01000000000001;;79;26;;;793,9;0,3;22,2;32,2;;66,8;0,3;0,5;1,4;;25,7;;1041,2;;23;;;54,4;0;20;1;;3802;43668;;;;;;;;3,4;2;1;;;1041,2;;;2801;1409925,3;;23;0;"391 624.10";3482;1409925,3;695299,1;1211747,1;43862;0,493;0,141;32,2873797746634;475982,9;714626,2;19538;0,127087688828674;0,744282248548476;"Kemerovskaya";-0,690095355292043;0,259742012547258;1;0,68601017149995;"Топкинский";36727;0,91;0,9;0,035;3,473;0,91;0;-0,008178053;1;1;0,00120615;0,87;1,05;0,48;1,9;0,7;27182;0,81;0,801764706;0,055019037;5,501903738;0,81;0;0,015603161;2;1;0,003027094;0,77;1,05;0,54;1,49;0,65;"42132015";"глава Топкинского муниципального района";"Данилюк";"Светлана";"Викторовна";2015;2016;1;0;;;;;;;;;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,013093;;24,3;;0;9,88011656621289;14,0075737604718;10,6843708474002;14,1590472822275
32634000;2017;32;"Тяжинский муниципальный район";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Municipal districts";"муниципальный район";;;87;96,15;;;1030,8;0,3;26,5;41;;47,9;0,46;0,34;1,51;;30,54;;922,6;;6,8;;;57,9;0;31;2;;11337;22468;;;;;;;;0,47;5,99;1;;;922,6;;;24734;1090144,9;;6,8;0;"391 624.10";3482;1090144,9;563458,1;996898,6;22670;0,517;0,086;48,5198905109489;447537,6;526686,8;13624,2;;1,01468924973813;"Kemerovskaya";;;1;;"Тяжинский";19772;0,92;0,9;0,035;3,473;0,91;0,01;0,094737327;2;1;0,00120615;0,87;1,06;0,48;1,92;0,7;14841;0,81;0,801764706;0,055019037;5,501903738;0,81;0;0,015603161;2;1;0,003027094;0,77;1,05;0,54;1,49;0,65;"42142014";"глава Тяжинского муниципального района";"Кошкин";"Сергей";"Николаевич";2014;;2;0;2;"Medicine";0;1;1;"Local administration (the same area)";1;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,004601;;2,36;;0;9,51960290221129;13,8124043386563;10,0198473536523;13,90182118115
32637000;2017;32;"Чебулинский муниципальный район";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Municipal districts";"муниципальный район";;0,799999999999997;58,5;45,7;2,4;;460;0,35;16,2;22,7;;188;3,2;;6,1;;31,42;;1374,1;;12;;;60,1;0;20;2;;17739;14498;;;;;;;;1,02;13,5;1;;;1374,1;;;21408;641137,1;;12;0;"391 624.10";3482;641137,1;375484;579383,6;14536;0,586;0,096;44,2224513726031;290065,1;265653,1;22665,3;;0,0877278435485924;"Kemerovskaya";;;1;;"Чебулинский";10789;0,91;0,9;0,035;3,473;0,91;0;-0,008178053;1;1;0,00120615;0,87;1,05;0,48;1,9;0,7;7927;0,81;0,801764706;0,055019037;5,501903738;0,81;0;0,015603161;2;1;0,003027094;0,77;1,05;0,54;1,49;0,65;"42152011";"глава Чебулинского муниципального района";"Часовских";"Анатолий";"Иванович";2011;;5;1;2;"Civic engineering";0;1;1;"Local administration (the same area)";1;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;;;0;;0;10,0285903995547;13,2697200587735;9,58176598786082;13,3709985975881
32640000;2017;32;"Юргинский муниципальный район";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Municipal districts";"муниципальный район";16,54;0,200000000000003;86,2;100;;;824,5;0,41;28,1;48;;184,1;0,23;0,98;1,47;;26,16;;604,6;;6,2;;;39,5;0;19;1;;3724;21473;;;;;;;;1,65;9,4;1;;;604,6;;;211;864179,9;;6,2;0;"391 624.10";3482;864179,9;520557,1;779161,3;21674;0,602;0,098;40,2449541284404;427114,4;343622,8;6913,3;-0,368230570121835;0,988445119153552;"Kemerovskaya";-0,103886436359728;-0,0051578021436034;1;0,608384882967838;"ЮргинскийМР";62785;0,91;0,9;0,035;3,473;0,91;0;-0,008178053;1;1;0,00120615;0,87;1,05;0,48;1,9;0,7;46363;0,81;0,801764706;0,055019037;5,501903738;0,81;0;0,015603161;2;1;0,003027094;0,77;1,05;0,54;1,49;0,65;"42342011";"глава Юргинского городского округа";"Попов";"Сергей";"Владимирович";2011;;5;1;3;"Civic engineering";0;0;0;"Local administration (the same area)";1;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,005065;;0;0;0;8,84120237150301;13,5659733637526;9,97455161096713;13,6695362437045
32643000;2017;32;"Яйский муниципальный район";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Municipal districts";"муниципальный район";;0,200000000000003;71,3;100;;;1679;0,4;14;46;;142;0,2;0,78;1,74;;32,38;;1076,1;;13,4;;;58,6;0;20;1;;5296;17915;;;;;;;;1,92;;1;;;1076,1;;;15713;827736,6;;13,4;0;"391 624.10";3482;827736,6;410744,6;741512,8;18147;0,496;0,104;46,2035500976835;304070,3;416992;18845,3;;0,509042702656891;"Kemerovskaya";;;1;;"Яйский";14352;0,92;0,9;0,035;3,473;0,91;0,01;0,094737327;2;1;0,00120615;0,87;1,06;0,48;1,92;0,7;10838;0,82;0,801764706;0,055019037;5,501903738;0,81;0,01;0,138140769;2;1;0,003027094;0,77;1,06;0,54;1,51;0,65;"42172011";"глава Яйского муниципального района";"Иноземцев";"Дмитрий";"Валерьевич";2011;2016;5;0;2;"Agriculture";0;1;0;"Local administration (the same area)";1;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,002993;;0;;0;9,84401882491652;13,5164477027173;9,79339362973905;13,6264502668158
32646000;2017;32;"Яшкинский муниципальный район";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Municipal districts";"муниципальный район";84,67;;85;100;;;640;0,3;10,8;44;;250;0,7;1,03;2,47;;26,65;;1543,6;;12,6;;;57,7;0;23;2;;23455;28010;;;;;;;;0,18;3,3;1;;;1543,6;;;11666;1144865,2;;12,6;0;"391 624.10";3482;1144865,2;579345,1;997433,4;28248;0,506;0,129;40,8734451981435;356451;565520,1;22223,5;0,0312796342834652;0,950744647272077;"Kemerovskaya";-0,581275069900356;-0,0805920792597113;1;0,670995324493239;"Яшкинский";21060;0,9;0,9;0,035;3,473;0,91;-0,01;-0,111093434;1;1;0,00120615;0,87;1,03;0,48;1,88;0,7;15563;0,82;0,801764706;0,055019037;5,501903738;0,81;0,01;0,138140769;2;1;0,003027094;0,77;1,06;0,54;1,51;0,65;"42182011";"глава Яшкинского муниципального района";"Карома";"Анатолий";"Николаевич";2011;2016;5;0;2;"Agriculture";0;1;0;"Local administration (the same area)";1;1;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,062818;;0;;0;10,0089055665409;13,8129406585999;10,2403168682542;13,9507974587822
32701000;2017;32;"Кемеровский";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Urban districts";"городской округ";0,709999999999994;;92,4;100;3,5;;1056,16;0,17;20;40,92;104,41;59,54;0,19;0,61;1,04;0,86;23,17;;879,6;;38,2;;;76,2;1,2;;32;3;26046;557947;;;;;;;;0,8;11,6;1;;;879,6;;;1367001;18557650;;38,2;0;"391 624.10";3482;18557650;11924944,2;12558772,8;556920;0,643;0,323;33,2605964365791;3234775,2;6632705,8;2671226,9;0,316104819044616;1,23972574807094;"Kemerovskaya";0,105754911108085;-0,025076281662058;2;0,715632558733589;"Кемерово";389514;0,81;0,9;0,035;3,473;0,91;-0,1;-0,316924195;1;1;0,00120615;0,87;1,01;0,48;1,84;0,7;242810;0,77;0,801764706;0,055019037;5,501903738;0,81;-0,04;0,015603161;2;1;0,003027094;0,77;1,05;0,54;1,49;0,65;"42232012";"глава Кемеровского городского округа";"Ермаков";"Валерий";"Константинович";2012;2016;1;0;2;"Civic engineering";0;1;1;"Local administration (the same area)";1;1;"election";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,018003;0,012377;0;8,18;1;14,7980484379412;16,3459300072243;13,2320192547735;16,7363926609265
32704000;2017;32;"Анжеро-Судженский";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Urban districts";"городской округ";;;68,08;39,67;10,1;;990,06;0,25;17,04;44,6;;58,1;1,65;0,88;1,67;;25,14;;1004,6;;16,4;;;64,4;0;7;1;;38957;76942;;;;;;;;4,25;17,8;1;;;1004,6;;;55424;3539902,8;;16,4;0;"391 624.10";3482;3539902,8;2303187,6;2962685,5;77666;0,651;0,163;46,0074185750305;590928,7;1236715,2;626045,2;;0,396558562847903;"Kemerovskaya";;;1;;"Анжеро-СудженскийГО";63236;0,87;0,9;0,035;3,473;0,91;-0,04;-0,419839576;1;1;0,00120615;0,87;1;0,48;1,82;0,7;39996;0,73;0,801764706;0,055019037;5,501903738;0,81;-0,08;-0,964697702;1;1;0,003027094;0,77;0,94;0,54;1,35;0,65;"42192011";"глава Анжеро-Судженского городского округа";"Чернов";"Владимир";"Николаевич";2011;2016;5;0;2;"Civic engineering";0;1;0;"Local administration (the same area)";1;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,00418;;0;;0;13,3471778519485;14,901606678499;11,2508071702497;15,0796098271059
32707000;2017;32;"Беловский";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Urban districts";"городской округ";7,92;0;55,42;84,03;0;;791,4;0,23;21,87;36,65;0;76,6;0,23;0,64;1,93;0;24,7;;796,6;;46,8;;;68,3;0;14;1;;69893;127808;;;;;;0;0;1,13;3;1;;;796,6;;;99819;4154951,9;;46,8;0;"391 624.10";3482;4154951,9;2369384,8;2730981,5;128100;0,57;0,343;32,509325707311;559799,1;1785567,1;300691,5;0,549778127810784;-0,00249727212576377;"Kemerovskaya";-0,608006450262372;0,531486731287684;1;0,752253373103849;"БеловскийГО";97809;0,9;0,9;0,035;3,473;0,91;-0,01;-0,111093434;1;1;0,00120615;0,87;1,03;0,48;1,88;0,7;72141;0,82;0,801764706;0,055019037;5,501903738;0,81;0,01;0,138140769;2;1;0,003027094;0,77;1,06;0,54;1,51;0,65;"42202014";"глава Беловского городского округа";"Курносов";"Алексей";"Викторович";2014;;2;0;3;"Civic engineering";1;1;0;"Private business";0;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,008842;0,001046;0;;0;12,613840101201;14,8201716263575;11,7582844167755;15,2398114097907
32710000;2017;32;"Березовский";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Urban districts";"городской округ";;0;50,09;100;8,4;;953,5;0,25;17;36,19;0;115,8;0,18;0,79;1,51;0;23,15;;571,7;;24,9;;;64,4;0;5;1;;24392;48609;;;;;;0;57329,6;2,1;11,71;1;;;571,7;;;14761;1481931,9;;24,9;0;"391 624.10";3482;1481931,9;849000;1123595,2;48944;0,573;0,242;30,4867802258841;472549,5;632931,9;18113,8;;-0,174931969383872;"Kemerovskaya";;;1;;"БерезовскийКем";36757;0,85;0,9;0,035;3,473;0,91;-0,06;-0,625670337;1;1;0,00120615;0,87;0,98;0,48;1,78;0,7;22764;0,73;0,801764706;0,055019037;5,501903738;0,81;-0,08;-0,964697702;1;1;0,003027094;0,77;0,94;0,54;1,35;0,65;"42212013";"глава Березовского городского округа";"Титов";"Дмитрий";"Александрович";2013;;3;0;2;;0;;;;;;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,004486;;18,9;;0;9,80442935769032;13,9320441022202;10,7915639779291;14,2088571323654
32715000;2017;32;"Калтанский";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Urban districts";"городской округ";53,14;;76,5;100;;;876,9;0,17;20,15;27,4;;60,5;0,16;0,68;1,32;;25,92;;847,4;;18,3;;;69,2;0;4;1;;25944;30138;;;;;;;;1,1;8,8;1;;;847,4;;;21725;1693119;;18,3;0;"391 624.10";3482;1693119;1271275,6;1389161,8;30261;0,751;0,18;56,1788771650408;261345,4;421843,4;705972,9;0,456620817293646;0,676742011761459;"Kemerovskaya";-0,144271944738919;0,367129333086411;1;0,737653945408431;"Калтанский";25075;0,87;0,9;0,035;3,473;0,91;-0,04;-0,419839576;1;1;0,00120615;0,87;1;0,48;1,82;0,7;16384;0,75;0,801764706;0,055019037;5,501903738;0,81;-0,06;-0,719622487;1;1;0,003027094;0,77;0,97;0,54;1,38;0,65;"42222010";"глава Калтанского городского округа";"Голдинов";"Игорь";"Фёдорович";2010;;6;1;3;"History";0;1;1;"Public enterprises";0;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,017883;;0;;0;13,4673321304695;14,1442111016335;10,3135421129781;14,3420829480721
32716000;2017;32;"Киселевский";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Urban districts";"городской округ";1,29000000000001;0;34,4;85,5;8;;1020;0,2;24;54;0;59,8;0,5;0,5;1,6;0;26,15;;414,1;;57;;;62,7;3,59999999999999;8;1;;36289;95699;;;;;;3,8;0;4,2;4,49;1;;;414,1;;;77294;3271679,7;;57;0;"391 624.10";3482;3271679,7;1946652,2;1924850,5;96237;0,595;0,412;34,1871879538971;307741;1325027,5;105858,3;0,368845045465953;-0,680838855363791;"Kemerovskaya";-0,491717745823731;0,428720429614946;1;0,723897901711011;"Киселевский";76223;0,87;0,9;0,035;3,473;0,91;-0,04;-0,419839576;1;1;0,00120615;0,87;1;0,48;1,82;0,7;50651;0,76;0,801764706;0,055019037;5,501903738;0,81;-0,05;-0,597084879;1;1;0,003027094;0,77;0,98;0,54;1,4;0,65;"42242003";"глава Киселевского городского округа";"Лаврентьев";"Сергей";"Сергеевич";2003;;13;1;2;;0;1;;"Public schools";0;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,006065;;;;0;11,5698566863373;14,4703588603505;11,4689631280657;15,0008140807151
32719000;2017;32;"Ленинск-Кузнецкий";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Urban districts";"городской округ";97,21;0;44,63;95,7;19,4;;775,3;0,2;18,23;38,7;0;63,65;0,16;0,36;0,8;0;25,15;;538;;47,1;;;60,5;0;7;1;1;81902;98645;;;;;;0;0;0,82;7,59;1;;;538;;;153414;2920525;;47,1;0;"391 624.10";3482;2920525;1534566;1949671;99037;0,525;0,332;29,606416949668;361829;1385959;196700;0,0912083222774012;-0,346460257262613;"Kemerovskaya";-0,239873203889024;-0,0302765346998342;1;0,680387228814992;"Ленинск-КузнецкийГО";78686;0,87;0,9;0,035;3,473;0,91;-0,04;-0,419839576;1;1;0,00120615;0,87;1;0,48;1,82;0,7;52844;0,77;0,801764706;0,055019037;5,501903738;0,81;-0,04;-0,474547271;1;1;0,003027094;0,77;1;0,54;1,42;0,65;"42262009";"глава Ленинск-Кузнецкого городского округа";"Телегин";"Вячеслав";"Николаевич";2009;2018;7;1;2;"Finance";1;1;0;"Private business";0;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,005379;;;;0;12,1894350043772;14,4831711983567;11,4992828259291;14,8872739526039
32725000;2017;32;"Междуреченский";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Urban districts";"городской округ";8,12;0;40,7;95,6;0;;1315,9;0,26;24,4;40,5;0;59,3;0,17;0,56;1,54;0;23,53;;957,7;;78,8;;;75,6;0;10;1;1;52010;99460;;;;;;11,59;0;1,64;3,97;1;;;957,7;;;287414;4530571;;78,8;0;"391 624.10";3482;4530571;3106945,2;2008900,2;99896;0,686;0,557;45,5516891212548;4423;1423625,8;580351,4;0,770004913765572;-0,467876874911971;"Kemerovskaya";-0,529505807156806;0,676576207920634;1;0,786766875268017;"МеждуреченскийКем";77997;0,84;0,9;0,035;3,473;0,91;-0,07;-0,728585717;1;1;0,00120615;0,87;0,97;0,48;1,75;0,7;49393;0,75;0,801764706;0,055019037;5,501903738;0,81;-0,06;-0,719622487;1;1;0,003027094;0,77;0,97;0,54;1,38;0,65;"42272015";"глава Междуреченского городского округа";"Кислицын";"Сергей";"Александрович";2015;;1;0;2;"Civic engineering";0;1;1;"Local legislature (the same area)";0;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,03552;0,003825;0,05;;0;13,2713890611312;14,5130979661072;11,5075108322687;15,3263585380809
32728000;2017;32;"Мысковский";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Urban districts";"городской округ";;0,0999999999999943;60,03;89,63;82;;1009,9;0,23;24,6;31;0;76,3;0,2;1,35;2,86;0;26,68;;842,2;;86,7;;;75,4;0;7;1;;33914;43650;;;;;;0;0;6,97;0,72;1;;;842,2;;;42876;1760869,1;;86,7;0;"391 624.10";3482;1760869,1;1118275,1;668504;43780;0,635;0,62;40,3406437571592;1956;642594;22504;;0,144924892917504;"Kemerovskaya";;;1;;"Мысковский";35275;0,87;0,9;0,035;3,473;0,91;-0,04;-0,419839576;1;1;0,00120615;0,87;1;0,48;1,82;0,7;22175;0,72;0,801764706;0,055019037;5,501903738;0,81;-0,09;-1,08723531;1;0;0,003027094;0,77;0,93;0,54;1,33;0,65;"42282013";"глава Мысковского городского округа";"Иванов";"Дмитрий";"Леонидович";2013;;3;0;3;"Lawyer";0;0;1;"Local administration (other area)";0;1;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,005441;;0;;0;10,0214483501697;13,4127976590515;10,6839585612677;14,3813180519501
32731000;2017;32;"Новокузнецкий";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Urban districts";"городской округ";2,67;;85,6;100;2,4;;1081,5;0,3;22,41;38,3;;145,6;0,16;1,2;2;;23,33;;341,2;;38,9;;;74;0;28;1;1;21131;553041;;;;;;3,1;65214;0,12;1,9;1;;;341,2;;;56139;17246675,3;;38,9;0;"391 624.10";3482;17246675,3;10069069;11976375,1;552445;0,584;0,306;31,1851658376142;3167526,7;7177606,3;1592595,2;0,739268726691079;0,971050356412157;"Kemerovskaya";-0,694704862811373;0,656976343045591;2;0,781949961401183;"Новокузнецк";408452;0,8;0,9;0,035;3,473;0,91;-0,11;0,197652708;2;1;0,00120615;0,87;1,07;0,48;1,94;0,7;230681;0,71;0,801764706;0,055019037;5,501903738;0,81;-0,1;0,015603161;2;1;0,003027094;0,77;1,05;0,54;1,49;0,65;"42292013";"глава Новокузнецкого городского округа";"Кузнецов";"Сергей";"Николаевич";2013;2017;3;0;3;"Economics";0;1;0;"Regional Administration";0;1;"election";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,006604;;;;1;14,2808754448615;16,2984465255664;13,223187418805;16,6631299466337
32732000;2017;32;"Полысаевский";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Urban districts";"городской округ";;0;73,3;50,8;0;;932,1;0,23;20,91;39,44;0;64,6;0,14;1,35;2,59;0;25,6;;680,6;;32,8;;;72,3;0;;1;1;31651;29300;;;;;;0;0;1,49;6,37;1;;;680,6;;;45908;893297,5;;32,8;0;"391 624.10";3482;893297,5;498831,2;692637,9;29466;0,558;0,225;30,4879692832764;194108,8;394466,3;104012,8;;0,56613581654548;"Kemerovskaya";;;1;;"Полысаевский";22537;0,84;0,9;0,035;3,473;0,91;-0,07;-0,728585717;1;1;0,00120615;0,87;0,97;0,48;1,75;0,7;13736;0,73;0,801764706;0,055019037;5,501903738;0,81;-0,08;-0,964697702;1;1;0,003027094;0,77;0,94;0,54;1,35;0,65;"42302000";"глава Полысаевского городского округа";"Зыков";"Валерий";"Павлович";2000;;16;1;2;;0;1;1;"Local administration (the same area)";1;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,005222;0,003769;0;;0;11,5522692474732;13,4482626307932;10,2853427950052;13,7026749510741
32734000;2017;32;"Осинниковский";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Urban districts";"городской округ";1,34999999999999;;77,1;99,5;2,6;;978,7;0,2;17,6;30,6;;85,1;0,2;1,1;2,2;;24,8;;748,8;;26,6;;;68;0;1;2;;19486;47534;;;;;;;;0,34;1,9;1;;;748,8;;;4921;1463196,1;;26,6;0;"391 624.10";3482;1463196,1;733016,7;1164509,1;47820;0,501;0,204;30,7820949215299;373051;730179,4;40257,5;0,543916114204168;0,695309189767597;"Kemerovskaya";-0,694943029275368;0,524306647679794;1;0,751334690036205;"Осинниковский";38730;0,89;0,9;0,035;3,473;0,91;-0,02;-0,214008814;1;1;0,00120615;0,87;1,02;0,48;1,86;0,7;26065;0,76;0,801764706;0,055019037;5,501903738;0,81;-0,05;-0,597084879;1;1;0,003027094;0,77;0,98;0,54;1,4;0,65;"42312012";"глава Осинниковского городского округа";"Романов";"Игорь";"Васильевич";2012;;4;1;2;"Civic engineering";0;1;0;"Local administration (the same area)";1;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,04454;0,003724;0;;0;10,6030516008922;13,9678101827887;10,7692005234413;14,1961337106643
32737000;2017;32;"Прокопьевский";"Kemerovo";"Кемеровская область";"sfo";"СФО";"Urban districts";"городской округ";9,98999999999999;0;37,5;58,3;10,9;;1049,09;0,21;24,37;39,47;0;50,6;0,18;0,33;1,11;0;26,41;;323,9;;26,8;;;61,8;0;15;1;2;4281;195245;;;;;;7,8;0;0,16;14,16;1;;;323,9;;;32301;6123336,5;;26,8;0;"391 624.10";3482;6123336,5;3485135,3;4663129,2;196406;0,569;0,238;31,362321698379;1361942,1;2638201,2;383140,5;0,316386331603466;-0,587233660840084;"Kemerovskaya";0,278457693978199;0,488914098886029;1;0,715676676819711;"ПрокопьевскийГО";22274;0,96;0,9;0,035;3,473;0,91;0,05;0,50639885;2;1;0,00120615;0,87;1,1;0,48;2,01;0,7;19631;0,92;0,801764706;0,055019037;5,501903738;0,81;0,11;1,363516849;2;2;0,003027094;0,77;1,19;0,54;1,7;0,65;"42322000";"глава Прокопьевского городского округа";"Гаранин";"Валерий";"Анатольевич";2000;2016;16;1;2;"Civic engineering";0;1;1;"Local administration (the same area)";1;0;"competition";24;24;2,242927081;1,687450029;46526;1233;0,027;3750;0,08;0,015063;;0;;0;12,8561570416242;15,3551972828911;12,1820104591794;15,6276176856706
